topic,ques,options,type,ans,img,pageUrl,ans_detail
star wars quiz questions and answers,Who had the stormtrooper number FN-2187?,,answer in one word,Finn.,,https://kwizzbit.com/star-wars-quiz-questions-and-answers/,
pub quiz sitcom,What was the original title for Dad's Army?,,answer in one word,The Fighting Tigers,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,Complete this Only Fools and Horses catchphrase: “Next time this year we’ll be….”,,answer in one word,Millionaires,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,What is the name of Blackadder's faithful but dim-witted servant?,,answer in one word,Baldrick,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,What is the name of Jim's original dog in Friday Night Dinner?,,answer in one word,Wilson,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,Who was the first male character to get married in The Big Bang Theory?,,answer in one word,Howard,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,Who did Wendy Richard play in Are You Being Served?,,answer in one word,Miss Brahms,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,In which town is The Office UK set?,,answer in one word,Slough,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"What is the name of the final episode of M*A*S*H, which drew 125million viewers in the US?",,answer in one word,"Goodbye, Farewell and Amen",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"Anthony, Barbara, Dave, Denise and Jim are members of which famous TV family?",,answer in one word,The Royle Family,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,Who plays Gary's flatmate in the first series of Men Behaving Badly?,,answer in one word,Harry Enfield,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,True or false: Josh Radnor does the voice-over on How I Met Your Mother,,answer in one word,False - it's actually Bob Saget,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,Mila Kunis had her first kiss with future husband Ashton Kutcher on which nostalgic sitcom?,,answer in one word,That '70s Show,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"In The Fall and Rise of Reginald Perrin, the title character would always picture what animal when thinking about his mother-in-law?",,answer in one word,Hippopotamus,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"In what county was Fawlty Towers set, which was also the location of the real-life hotel that inspired the show?",,answer in one word,Devon,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,In what year did classic Ronnie Barker sitcom Porridge begin?,,answer in one word,1974,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"Lister, Rimmer and Kryten are characters in which sci-fi sitcom?",,answer in one word,Red Dwarf,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,True or false: Fleabag was originally a one-woman play,,answer in one word,True,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,What is the name of the cafe in Friends?,,answer in one word,Central Perk,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"""What's Occurring?"" is often asked by which Gavin and Stacey character?",,answer in one word,Nessa,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz sitcom,"In Outnumbered, what is the surname of Jake, Ben and Karen?",,answer in one word,Brockman,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,"Outside of Tommy, Arthur, Polly and Ada, which character has featured in the most episodes throughout the history of the show?",,answer in one word,Charlie Strong,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,What is the official name of the Peaky Blinders' family business?,,answer in one word,Shelby Company Limited,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Which Jurassic Park actor played the role of Inspector Campbell?,,answer in one word,Sam Neill,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,In which city did Grace claim to have worked in a pub prior to her arrival in the show?,,answer in one word,Dublin,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Which year is the first episode of the first season set in?,,answer in one word,1919,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Give the full name of Adrien Brody's character in the fourth season.,,answer in one word,Luca Changretta,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,What product does Alfie Solomons make in his warehouses at Camden?,,answer in one word,Rum,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Which supposedly cursed gem stone is Grace wearing when she is shot and killed by an assassin?,,answer in one word,Sapphire,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Which religious movement did Linda Shelby belong to?,,answer in one word,Quakers,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Tom Hardy – who plays Alfie Solomons – is married to the actress who plays which Peaky Blinders character?,,answer in one word,May Carleton (Charlotte Riley),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Who performs the Peaky Blinders theme tune?,,answer in one word,Nick Cave (and the Bad Seeds),,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Real life brothers Finn Cole and Joe Cole play which two characters in Peaky Blinders?,,answer in one word,"Michael Gray, John Shelby",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,How many actors play the role of Winston Churchill throughout the whole show?,,answer in one word,Three,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,In which English city is the show set?,,answer in one word,Birmingham,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,"Cilian Murphy and Tom Hardy have starred in three films together: Inception, Dark Knight Rises and ____.",,answer in one word,Dunkirk,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,What is Polly's surname?,,answer in one word,Gray,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,The head of which animal is present on top of Inspector Campbell's walking cane?,,answer in one word,Wolf,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,What is the name of Tommy's grey race horse in season 2?,,answer in one word,Grace's Secret,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,Which political party is Tommy officially part of when he becomes an MP?,,answer in one word,Labour,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz peaky blinders,How many episodes are there in the series so far?,,answer in one word,30,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What does DNA stand for?,,answer in one word,Deoxyribonucleic acid,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,How many bones are in the human body?,,answer in one word,206,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,The concept of gravity was discovered by which famous physicist?,,answer in one word,Sir Isaac Newton,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the hardest natural substance on Earth?,,answer in one word,Diamond,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,Which is the main gas that makes up the Earth's atmosphere?,,answer in one word,Nitrogen,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,Humans and chimpanzees share roughly how much DNA?,,answer in one word,98 per cent,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the most abundant gas in the Earth's atmosphere?,,answer in one word,Nitrogen,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,"Roughly how long does it take for the sun's light to reach Earth - 8 minutes, 8 hours or 8 days?",,answer in one word,8 minutes,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,Which famous British physicist wrote A Brief History of Time?,,answer in one word,Stephen Hawking,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,At what temperature are Celsius and Fahrenheit equal?,,answer in one word,-40,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What modern-day country was Marie Curie born in?,,answer in one word,Poland,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the biggest planet in our solar system?,,answer in one word,Jupiter,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What name is given for the number of protons found in the nucleus of an atom?,,answer in one word,Atomic number,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,How many vertebrae does the average human possess?,,answer in one word,33,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What was the name of the first man-made satellite launched by the Soviet Union in 1957?,,answer in one word,Sputnik 1,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,Which oath of ethics taken by doctors is named after an Ancient Greek physician?,,answer in one word,Hippocratic Oath,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is a material that will not carry an electrical charge called?,,answer in one word,Insulator,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,Which Apollo moon mission was the first to carry a lunar rover?,,answer in one word,Apollo 15,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,How many teeth does an adult human have?,,answer in one word,32,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the study of mushrooms called?,,answer in one word,Mycology,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,How many brains and how many hearts does an octopus have?,,answer in one word,"9 brains, 3 hearts",,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the only letter not to appear on the periodic table?,,answer in one word,J,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the fastest land animal in the world?,,answer in one word,Cheetah,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What is the only even prime number?,,answer in one word,2,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
pub quiz science,What do the letters in the word laser stand for?,,answer in one word,Light Amplification by Stimulated Emission of Radiation,,https://www.radiotimes.com/quizzes/pub-quiz-general-knowledge/,
